Pair,SSIM,Category,Sub-Category,Timestamp
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/volume-visualization/streamribbon/plot_3_1_combination_of_cone_and_stream_ribbon_plots_montage.png,0.5280979460481363,volume-visualization,streamribbon,2021-08-20 14:13:37
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/surface-and-mesh-plots/pcolor/plot_4_0_specify_semilogarithmic_grid_montage.png,0.5571922956595269,surface-and-mesh-plots,pcolor,2021-08-20 14:13:12
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/surface-and-mesh-plots/surfc/plot_3_1_change_location_of_contour_lines_montage.png,0.5756478174031903,surface-and-mesh-plots,surfc,2021-08-20 14:13:18
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/surface-and-mesh-plots/meshc/plot_3_1_change_location_of_contour_lines_montage.png,0.5771117156897245,surface-and-mesh-plots,meshc,2021-08-20 14:13:07
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/surface-and-mesh-plots/surfc/plot_3_0_change_location_of_contour_lines_montage.png,0.6000687368444875,surface-and-mesh-plots,surfc,2021-08-20 14:13:18
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/surface-and-mesh-plots/meshc/plot_3_0_change_location_of_contour_lines_montage.png,0.6029322950404883,surface-and-mesh-plots,meshc,2021-08-20 14:13:07
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/surface-and-mesh-plots/meshz/plot_2_1_modify_appearance_of_mesh_plot_with_curtain_montage.png,0.6071016882605154,surface-and-mesh-plots,meshz,2021-08-20 14:13:09
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/volume-visualization/slice/plot_1_0_volume_data_along_surface_montage.png,0.6149948292933703,volume-visualization,slice,2021-08-20 14:13:33
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/surface-and-mesh-plots/surfc/plot_0_0_display_contour_plot_under_surface_plot_montage.png,0.6245523011156052,surface-and-mesh-plots,surfc,2021-08-20 14:13:16
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/surface-and-mesh-plots/meshz/plot_2_0_modify_appearance_of_mesh_plot_with_curtain_montage.png,0.6271828441961739,surface-and-mesh-plots,meshz,2021-08-20 14:13:09
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/surface-and-mesh-plots/surfc/plot_2_1_modify_appearance_of_surface_and_contour_plots_montage.png,0.6290017779682527,surface-and-mesh-plots,surfc,2021-08-20 14:13:18
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/surface-and-mesh-plots/surfc/plot_2_0_modify_appearance_of_surface_and_contour_plots_montage.png,0.6349835169473285,surface-and-mesh-plots,surfc,2021-08-20 14:13:17
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/volume-visualization/streamribbon/plot_1_0_indicate_flow_using_precalculated_data_montage.png,0.6447908090167528,volume-visualization,streamribbon,2021-08-20 14:13:35
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/surface-and-mesh-plots/meshz/plot_0_0_display_curtain_around_mesh_plot_montage.png,0.6505619805753055,surface-and-mesh-plots,meshz,2021-08-20 14:13:08
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/surface-and-mesh-plots/meshc/plot_2_1_modify_appearance_of_mesh_and_contour_plots_montage.png,0.6508689829594384,surface-and-mesh-plots,meshc,2021-08-20 14:13:06
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/surface-and-mesh-plots/waterfall/plot_2_1_modify_plot_appearance_montage.png,0.6533902054910699,surface-and-mesh-plots,waterfall,2021-08-20 14:13:23
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/surface-and-mesh-plots/meshz/plot_1_0_specify_colormap_colors_for_mesh_plot_with_curtain_montage.png,0.6556707788704037,surface-and-mesh-plots,meshz,2021-08-20 14:13:08
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/volume-visualization/streamtube/plot_0_0_visualize_flow_montage.png,0.6592126777759103,volume-visualization,streamtube,2021-08-20 14:13:38
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/surface-and-mesh-plots/pcolor/plot_5_0_specify_parametric_grid_montage.png,0.6623572227868861,surface-and-mesh-plots,pcolor,2021-08-20 14:13:12
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/surface-and-mesh-plots/surfl/plot_2_0_specify_light_direction_and_reflectance_for_surface_montage.png,0.6631252157834628,surface-and-mesh-plots,surfl,2021-08-20 14:13:20
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/surface-and-mesh-plots/waterfall/plot_1_0_specify_colormap_colors_montage.png,0.6632048531442625,surface-and-mesh-plots,waterfall,2021-08-20 14:13:22
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/volume-visualization/streamtube/plot_1_0_visualize_flow_using_vertex_data_and_divergence_montage.png,0.6640930211674771,volume-visualization,streamtube,2021-08-20 14:13:38
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/surface-and-mesh-plots/surfl/plot_0_0_create_surface_plot_with_colormap_based_lighting_montage.png,0.6641473577463906,surface-and-mesh-plots,surfl,2021-08-20 14:13:19
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/volume-visualization/streamribbon/plot_0_0_use_stream_ribbons_to_indicate_flow_montage.png,0.6678933504633485,volume-visualization,streamribbon,2021-08-20 14:13:35
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/vector-fields/quiver3/plot_4_0_specify_axes_for_3_d_quiver_plot_montage.png,0.6686315594036565,vector-fields,quiver3,2021-08-20 14:13:32
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/surface-and-mesh-plots/waterfall/plot_3_0_change_curtain_location_montage.png,0.6750221295620378,surface-and-mesh-plots,waterfall,2021-08-20 14:13:24
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/surface-and-mesh-plots/surf/plot_0_0_create_surface_plot_montage.png,0.6784325714173371,surface-and-mesh-plots,surf,2021-08-20 14:13:13
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/surface-and-mesh-plots/surfl/plot_1_1_create_surface_plot_with_light_object_montage.png,0.6788529222367181,surface-and-mesh-plots,surfl,2021-08-20 14:13:20
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/surface-and-mesh-plots/surfl/plot_1_0_create_surface_plot_with_light_object_montage.png,0.679163862499843,surface-and-mesh-plots,surfl,2021-08-20 14:13:20
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/vector-fields/quiver3/plot_2_1_plot_vectors_normal_to_surface_montage.png,0.680880693271048,vector-fields,quiver3,2021-08-20 14:13:31
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/surface-and-mesh-plots/surf/plot_3_0_modify_surface_plot_appearance_montage.png,0.6827400869240947,surface-and-mesh-plots,surf,2021-08-20 14:13:15
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/surface-and-mesh-plots/surfc/plot_1_0_specify_colormap_colors_for_surface_and_contour_plo_montage.png,0.6831578291656053,surface-and-mesh-plots,surfc,2021-08-20 14:13:17
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/surface-and-mesh-plots/waterfall/plot_0_0_create_waterfall_plot_montage.png,0.6835482491565772,surface-and-mesh-plots,waterfall,2021-08-20 14:13:21
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/surface-and-mesh-plots/surf/plot_1_0_specify_colormap_colors_for_surface_plot_montage.png,0.6856947071028243,surface-and-mesh-plots,surf,2021-08-20 14:13:14
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/vector-fields/quiver/plot_2_1_plot_gradient_and_contours_montage.png,0.6986789182256489,vector-fields,quiver,2021-08-20 14:13:28
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/volume-visualization/streamribbon/plot_3_0_combination_of_cone_and_stream_ribbon_plots_montage.png,0.7007933658275854,volume-visualization,streamribbon,2021-08-20 14:13:36
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/surface-and-mesh-plots/waterfall/plot_2_0_modify_plot_appearance_montage.png,0.7035416577642843,surface-and-mesh-plots,waterfall,2021-08-20 14:13:23
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/volume-visualization/slice/plot_2_0_specify_interpolation_method_montage.png,0.706851414979085,volume-visualization,slice,2021-08-20 14:13:34
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/surface-and-mesh-plots/surfl/plot_2_1_specify_light_direction_and_reflectance_for_surface_montage.png,0.7135879528598856,surface-and-mesh-plots,surfl,2021-08-20 14:13:21
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/surface-and-mesh-plots/ribbon/plot_0_0_ribbon_plot_montage.png,0.7201603318798383,surface-and-mesh-plots,ribbon,2021-08-20 14:13:13
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/surface-and-mesh-plots/surf/plot_2_0_specify_true_colors_for_surface_plot_montage.png,0.7477830253879939,surface-and-mesh-plots,surf,2021-08-20 14:13:15
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/vector-fields/quiver3/plot_5_0_modify_3_d_quiver_plot_after_creation_montage.png,0.7506098802894856,vector-fields,quiver3,2021-08-20 14:13:32
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/vector-fields/quiver3/plot_1_0_disable_automatic_scaling_montage.png,0.751516614315983,vector-fields,quiver3,2021-08-20 14:13:30
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/surface-and-mesh-plots/surf/plot_3_1_modify_surface_plot_appearance_montage.png,0.7515236659735369,surface-and-mesh-plots,surf,2021-08-20 14:13:16
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/vector-fields/quiver3/plot_3_0_specify_arrow_color_montage.png,0.7655823635262915,vector-fields,quiver3,2021-08-20 14:13:31
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/volume-visualization/streamribbon/plot_2_0_stream_ribbon_with_twist_angle_montage.png,0.7773749253546711,volume-visualization,streamribbon,2021-08-20 14:13:36
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/vector-fields/quiver3/plot_0_0_create_3_d_quiver_plot_montage.png,0.7803205479301049,vector-fields,quiver3,2021-08-20 14:13:29
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/surface-and-mesh-plots/pcolor/plot_3_0_interpolate_colors_across_faces_montage.png,0.7852609917584714,surface-and-mesh-plots,pcolor,2021-08-20 14:13:11
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/surface-and-mesh-plots/pcolor/plot_2_1_modify_borders_montage.png,0.7858955802878005,surface-and-mesh-plots,pcolor,2021-08-20 14:13:10
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/surface-and-mesh-plots/pcolor/plot_3_1_interpolate_colors_across_faces_montage.png,0.8033499084356289,surface-and-mesh-plots,pcolor,2021-08-20 14:13:11
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/surface-and-mesh-plots/pcolor/plot_2_0_modify_borders_montage.png,0.8150058883217558,surface-and-mesh-plots,pcolor,2021-08-20 14:13:10
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/volume-visualization/streamparticles/plot_0_0_animate_flow_without_displaying_streamlines_montage.png,0.8259684804671564,volume-visualization,streamparticles,2021-08-20 14:13:34
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/vector-fields/quiver3/plot_1_1_disable_automatic_scaling_montage.png,0.8302537531867789,vector-fields,quiver3,2021-08-20 14:13:30
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/vector-fields/feather/plot_5_0_specify_axes_for_feather_plot_montage.png,0.84276095271769,vector-fields,feather,2021-08-20 14:13:26
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/vector-fields/quiver/plot_4_0_specify_axes_for_quiver_plot_montage.png,0.8554134535921016,vector-fields,quiver,2021-08-20 14:13:29
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/volume-visualization/streamslice/plot_0_0_plot_streamlines_in_slice_plane_montage.png,0.8678687936573599,volume-visualization,streamslice,2021-08-20 14:13:38
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/vector-fields/quiver/plot_3_0_specify_arrow_color_montage.png,0.8711016043868963,vector-fields,quiver,2021-08-20 14:13:28
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/vector-fields/quiver/plot_5_0_modify_quiver_plot_after_creation_montage.png,0.8824434576493821,vector-fields,quiver,2021-08-20 14:13:29
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/volume-visualization/streamline/plot_0_0_draw_streamlines_montage.png,0.8957667446141703,volume-visualization,streamline,2021-08-20 14:13:34
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/vector-fields/quiver/plot_1_0_disable_automatic_scaling_montage.png,0.9097081965224032,vector-fields,quiver,2021-08-20 14:13:27
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/vector-fields/feather/plot_1_0_create_feather_plot_using_polar_values_montage.png,0.9251286469039925,vector-fields,feather,2021-08-20 14:13:24
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/vector-fields/feather/plot_4_1_specify_line_width_and_color_of_one_arrow_montage.png,0.928529250361374,vector-fields,feather,2021-08-20 14:13:26
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/vector-fields/feather/plot_3_0_specify_color_of_feather_plot_montage.png,0.9297877983720088,vector-fields,feather,2021-08-20 14:13:25
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/vector-fields/feather/plot_0_0_create_feather_plot_using_cartesian_values_montage.png,0.9301946435030694,vector-fields,feather,2021-08-20 14:13:24
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/vector-fields/feather/plot_4_0_specify_line_width_and_color_of_one_arrow_montage.png,0.9301946435030694,vector-fields,feather,2021-08-20 14:13:26
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/vector-fields/quiver/plot_0_0_create_quiver_plot_montage.png,0.9314363259122166,vector-fields,quiver,2021-08-20 14:13:27
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/vector-fields/feather/plot_2_0_create_feather_plot_using_complex_values_montage.png,0.9362902686002784,vector-fields,feather,2021-08-20 14:13:25
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/line-plots/area/plot_6_0_change_area_characteristics_after_plotting_montage.png,0.9395708246211905,line-plots,area,2021-08-20 14:11:36
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/images/image/plot_3_1_modify_image_after_creation_montage.png,0.9395877195366421,images,image,2021-08-20 14:11:30
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/line-plots/area/plot_4_0_specify_line_style_of_area_plot_montage.png,0.9402454574439274,line-plots,area,2021-08-20 14:11:35
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/line-plots/fimplicit/plot_1_0_specify_plotting_interval_montage.png,0.9403022301675283,line-plots,fimplicit,2021-08-20 14:11:42
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/line-plots/fimplicit/plot_0_0_plot_implicit_function_montage.png,0.9410931809367262,line-plots,fimplicit,2021-08-20 14:11:42
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/line-plots/area/plot_1_0_create_area_plot_with_multiple_curves_montage.png,0.9457194125340121,line-plots,area,2021-08-20 14:11:34
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/line-plots/area/plot_7_0_set_colors_in_area_plot_montage.png,0.9457194125340121,line-plots,area,2021-08-20 14:11:37
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/line-plots/area/plot_7_1_set_colors_in_area_plot_montage.png,0.9470175912899061,line-plots,area,2021-08-20 14:11:37
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/line-plots/area/plot_5_0_plot_filled_area_into_target_axes_montage.png,0.9475583484222599,line-plots,area,2021-08-20 14:11:35
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/line-plots/area/plot_0_0_create_area_plot_with_one_curve_montage.png,0.950244857211499,line-plots,area,2021-08-20 14:11:33
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/images/image/plot_3_0_modify_image_after_creation_montage.png,0.9591980558290247,images,image,2021-08-20 14:11:29
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/vector-fields/quiver/plot_2_0_plot_gradient_and_contours_montage.png,,vector-fields,quiver,2021-08-20 14:13:27
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/vector-fields/quiver3/plot_2_0_plot_vectors_normal_to_surface_montage.png,,vector-fields,quiver3,2021-08-20 14:13:31
