Pair,SSIM,Category,Sub-Category,Timestamp
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/contour-plots/fcontour/plot_8_0_add_title_and_axis_labels_and_format_ticks_ERROR_CRASH__montage.png,-1.0,contour-plots,fcontour,2021-08-20 14:10:02
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/contour-plots/fcontour/plot_8_1_add_title_and_axis_labels_and_format_ticks_ERROR_CRASH__montage.png,-1.0,contour-plots,fcontour,2021-08-20 14:10:03
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/data-distribution-plots/heatmap/plot_0_0_create_heatmap_from_tabular_data_ERROR_CRASH__montage.png,-1.0,data-distribution-plots,heatmap,2021-08-20 14:10:06
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/data-distribution-plots/heatmap/plot_1_0_reorder_heatmap_labels_ERROR_CRASH__montage.png,-1.0,data-distribution-plots,heatmap,2021-08-20 14:10:06
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/data-distribution-plots/heatmap/plot_1_1_reorder_heatmap_labels_ERROR_CRASH__montage.png,-1.0,data-distribution-plots,heatmap,2021-08-20 14:10:06
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/data-distribution-plots/heatmap/plot_2_0_specify_table_variable_for_heatmap_colors_ERROR_CRASH__montage.png,-1.0,data-distribution-plots,heatmap,2021-08-20 14:10:06
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/data-distribution-plots/heatmap/plot_3_0_specify_calculation_method_for_color_data_ERROR_CRASH__montage.png,-1.0,data-distribution-plots,heatmap,2021-08-20 14:10:06
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/data-distribution-plots/heatmap/plot_5_0_create_heatmap_from_matrix_data_using_custom_axis_l_ERROR_CRASH__montage.png,-1.0,data-distribution-plots,heatmap,2021-08-20 14:10:07
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/data-distribution-plots/heatmap/plot_6_0_normalize_colors_along_each_row_or_column_ERROR_CRASH__montage.png,-1.0,data-distribution-plots,heatmap,2021-08-20 14:10:07
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/data-distribution-plots/heatmap/plot_6_1_normalize_colors_along_each_row_or_column_ERROR_CRASH__montage.png,-1.0,data-distribution-plots,heatmap,2021-08-20 14:10:07
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/data-distribution-plots/wordcloud/plot_0_0_create_word_cloud_from_table_ERROR_CRASH__montage.png,-1.0,data-distribution-plots,wordcloud,2021-08-20 14:10:49
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/data-distribution-plots/wordcloud/plot_1_0_prepare_text_data_for_word_clouds_ERROR_CRASH__montage.png,-1.0,data-distribution-plots,wordcloud,2021-08-20 14:10:50
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/data-distribution-plots/wordcloud/plot_2_0_specify_word_sizes_ERROR_CRASH__montage.png,-1.0,data-distribution-plots,wordcloud,2021-08-20 14:10:50
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/data-distribution-plots/wordcloud/plot_3_0_specify_word_colors_ERROR_CRASH__montage.png,-1.0,data-distribution-plots,wordcloud,2021-08-20 14:10:50
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/discrete-data-plots/pareto/plot_0_0_create_pareto_chart_ERROR_CRASH__montage.png,-1.0,discrete-data-plots,pareto,2021-08-20 14:11:06
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/discrete-data-plots/pareto/plot_1_0_label_bars_in_pareto_chart_ERROR_CRASH__montage.png,-1.0,discrete-data-plots,pareto,2021-08-20 14:11:06
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/discrete-data-plots/pareto/plot_2_0_display_all_the_values_in_the_cumulative_distributi_ERROR_CRASH__montage.png,-1.0,discrete-data-plots,pareto,2021-08-20 14:11:06
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/line-plots/fplot/plot_6_0_add_title_and_axis_labels_and_format_ticks_ERROR_CRASH__montage.png,-1.0,line-plots,fplot,2021-08-20 14:11:45
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/line-plots/fplot/plot_6_1_add_title_and_axis_labels_and_format_ticks_ERROR_CRASH__montage.png,-1.0,line-plots,fplot,2021-08-20 14:11:46
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/line-plots/plot/plot_8_0_plot_durations_and_specify_tick_format_ERROR_CRASH__montage.png,-1.0,line-plots,plot,2021-08-20 14:11:55
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/line-plots/stackedplot/plot_5_0_specify_title_and_labels_using_name_value_pairs_ERROR_CRASH__montage.png,-1.0,line-plots,stackedplot,2021-08-20 14:12:12
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/surface-and-mesh-plots/fimplicit3/plot_3_0_modify_implicit_surface_after_creation_ERROR_CRASH__montage.png,-1.0,surface-and-mesh-plots,fimplicit3,2021-08-20 14:12:59
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/surface-and-mesh-plots/fimplicit3/plot_3_1_modify_implicit_surface_after_creation_ERROR_CRASH__montage.png,-1.0,surface-and-mesh-plots,fimplicit3,2021-08-20 14:12:59
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/surface-and-mesh-plots/fsurf/plot_3_0_add_title_and_axis_labels_and_format_ticks_ERROR_CRASH__montage.png,-1.0,surface-and-mesh-plots,fsurf,2021-08-20 14:13:01
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/surface-and-mesh-plots/fsurf/plot_3_1_add_title_and_axis_labels_and_format_ticks_ERROR_CRASH__montage.png,-1.0,surface-and-mesh-plots,fsurf,2021-08-20 14:13:01
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/contour-plots/fcontour/plot_7_0_control_resolution_of_contour_lines_montage.png,0.49185647971645163,contour-plots,fcontour,2021-08-20 14:10:02
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/contour-plots/contourf/plot_1_0_contours_at_ten_levels_montage.png,0.4950150482879423,contour-plots,contourf,2021-08-20 14:09:55
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/contour-plots/fcontour/plot_4_0_modify_contour_plot_after_creation_montage.png,0.5683252932258073,contour-plots,fcontour,2021-08-20 14:10:01
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/contour-plots/fcontour/plot_6_0_specify_levels_for_contour_lines_montage.png,0.5819320990077947,contour-plots,fcontour,2021-08-20 14:10:02
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/surface-and-mesh-plots/fsurf/plot_7_0_control_resolution_of_surface_plot_montage.png,0.5931475096154195,surface-and-mesh-plots,fsurf,2021-08-20 14:13:03
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/data-distribution-plots/parallelplot/plot_1_0_specify_coordinate_and_group_variables_montage.png,0.5984203228080173,data-distribution-plots,parallelplot,2021-08-20 14:10:22
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/contour-plots/fcontour/plot_0_0_plot_contours_of_function_montage.png,0.599121079758367,contour-plots,fcontour,2021-08-20 14:09:59
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/contour-plots/fcontour/plot_3_0_plot_multiple_contour_plots_montage.png,0.6049854985042405,contour-plots,fcontour,2021-08-20 14:10:00
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/surface-and-mesh-plots/fmesh/plot_3_0_specify_mesh_plot_properties_montage.png,0.6152490329547055,surface-and-mesh-plots,fmesh,2021-08-20 14:13:00
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/surface-and-mesh-plots/fsurf/plot_0_0_3_d_surface_plot_of_expression_montage.png,0.6165596642696823,surface-and-mesh-plots,fsurf,2021-08-20 14:13:01
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/data-distribution-plots/heatmap/plot_7_0_compute_color_data_using_custom_aggregation_method_montage.png,0.6193716064049608,data-distribution-plots,heatmap,2021-08-20 14:10:08
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/contour-plots/fcontour/plot_4_1_modify_contour_plot_after_creation_montage.png,0.6197660662136816,contour-plots,fcontour,2021-08-20 14:10:01
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/surface-and-mesh-plots/fmesh/plot_0_0_3_d_mesh_plot_of_expression_montage.png,0.6239386175260276,surface-and-mesh-plots,fmesh,2021-08-20 14:13:00
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/discrete-data-plots/barh/plot_1_0_display_four_series_of_bars_with_axis_labels_and_le_montage.png,0.6280820548473814,discrete-data-plots,barh,2021-08-20 14:11:02
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/data-distribution-plots/histogram2/plot_4_0_tiled_histogram_view_montage.png,0.6288173195704835,data-distribution-plots,histogram2,2021-08-20 14:10:18
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/contour-plots/contour/plot_0_0_contours_of_a_function_montage.png,0.6301008792787078,contour-plots,contour,2021-08-20 14:09:49
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/contour-plots/fcontour/plot_2_0_change_line_style_and_width_montage.png,0.6344157309299562,contour-plots,fcontour,2021-08-20 14:10:00
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/contour-plots/contourf/plot_5_0_custom_line_width_montage.png,0.639473575799449,contour-plots,contourf,2021-08-20 14:09:57
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/data-distribution-plots/parallelplot/plot_2_1_parallel_coordinates_plot_with_binned_data_montage.png,0.6421787596073104,data-distribution-plots,parallelplot,2021-08-20 14:10:24
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/data-distribution-plots/parallelplot/plot_2_2_parallel_coordinates_plot_with_binned_data_montage.png,0.6451750711158055,data-distribution-plots,parallelplot,2021-08-20 14:10:24
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/line-plots/loglog/plot_5_1_specify_y_coordinates_only_montage.png,0.6458729159786061,line-plots,loglog,2021-08-20 14:11:50
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/data-distribution-plots/parallelplot/plot_2_0_parallel_coordinates_plot_with_binned_data_montage.png,0.6509194872476742,data-distribution-plots,parallelplot,2021-08-20 14:10:23
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/line-plots/loglog/plot_0_0_plot_one_line_montage.png,0.6529322616192661,line-plots,loglog,2021-08-20 14:11:47
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/surface-and-mesh-plots/fimplicit3/plot_0_0_plot_3_d_implicit_function_montage.png,0.6560730933816217,surface-and-mesh-plots,fimplicit3,2021-08-20 14:12:58
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/contour-plots/contourslice/plot_2_0_specify_contour_levels_and_add_colorbar_montage.png,0.662357267743917,contour-plots,contourslice,2021-08-20 14:09:59
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/data-distribution-plots/histogram2/plot_7_1_adjust_histogram_properties_montage.png,0.6627592413962848,data-distribution-plots,histogram2,2021-08-20 14:10:20
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/line-plots/plot3/plot_3_0_specify_equally_spaced_tick_units_and_axis_labels_montage.png,0.667972314905187,line-plots,plot3,2021-08-20 14:11:58
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/contour-plots/contourf/plot_0_0_contours_of_peaks_function_montage.png,0.6689244049453759,contour-plots,contourf,2021-08-20 14:09:54
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/surface-and-mesh-plots/meshc/plot_2_0_modify_appearance_of_mesh_and_contour_plots_montage.png,0.6691031186082438,surface-and-mesh-plots,meshc,2021-08-20 14:13:06
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/contour-plots/contourf/plot_6_0_contours_over_discontinuous_surface_montage.png,0.6705915656789063,contour-plots,contourf,2021-08-20 14:09:57
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/line-plots/loglog/plot_5_0_specify_y_coordinates_only_montage.png,0.6715205203908229,line-plots,loglog,2021-08-20 14:11:49
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/surface-and-mesh-plots/meshc/plot_0_0_display_contour_plot_under_mesh_plot_montage.png,0.6717002430335897,surface-and-mesh-plots,meshc,2021-08-20 14:13:05
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/line-plots/plot3/plot_5_0_customize_color_and_marker_montage.png,0.674501848467457,line-plots,plot3,2021-08-20 14:11:58
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/surface-and-mesh-plots/fsurf/plot_6_0_show_contours_below_surface_plot_montage.png,0.6762373229207423,surface-and-mesh-plots,fsurf,2021-08-20 14:13:02
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/surface-and-mesh-plots/fimplicit3/plot_1_0_specify_plotting_interval_montage.png,0.6841315278879782,surface-and-mesh-plots,fimplicit3,2021-08-20 14:12:59
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/line-plots/semilogy/plot_1_0_plot_multiple_lines_montage.png,0.6855796001735929,line-plots,semilogy,2021-08-20 14:12:06
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/scatter-and-bubble-charts/scatter3/plot_0_0_create_3_d_scatter_plot_montage.png,0.6865652162314887,scatter-and-bubble-charts,scatter3,2021-08-20 14:12:47
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/surface-and-mesh-plots/meshc/plot_1_0_specify_colormap_colors_for_mesh_and_contour_plot_montage.png,0.6865859777078812,surface-and-mesh-plots,meshc,2021-08-20 14:13:05
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/data-distribution-plots/parallelplot/plot_0_0_parallel_coordinates_plot_with_tabular_data_montage.png,0.6871817816337736,data-distribution-plots,parallelplot,2021-08-20 14:10:22
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/contour-plots/contour3/plot_1_1_contours_at_fifty_levels_montage.png,0.6888416309228077,contour-plots,contour3,2021-08-20 14:09:53
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/data-distribution-plots/parallelplot/plot_0_1_parallel_coordinates_plot_with_tabular_data_montage.png,0.6896049549191651,data-distribution-plots,parallelplot,2021-08-20 14:10:22
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/contour-plots/contour/plot_1_0_contours_at_twenty_levels_montage.png,0.6955622329975281,contour-plots,contour,2021-08-20 14:09:49
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/scatter-and-bubble-charts/bubblechart3/plot_4_0_display_bubbles_in_different_axes_on_the_same_scale_montage.png,0.6956519734819481,scatter-and-bubble-charts,bubblechart3,2021-08-20 14:12:42
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/surface-and-mesh-plots/mesh/plot_3_0_modify_mesh_plot_appearance_montage.png,0.6958500459561817,surface-and-mesh-plots,mesh,2021-08-20 14:13:04
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/line-plots/semilogy/plot_5_1_specify_y_coordinates_only_montage.png,0.6996992263164271,line-plots,semilogy,2021-08-20 14:12:08
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/data-distribution-plots/swarmchart3/plot_5_2_specify_target_axes_montage.png,0.70078133671692,data-distribution-plots,swarmchart3,2021-08-20 14:10:49
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/scatter-and-bubble-charts/swarmchart3/plot_5_2_specify_target_axes_montage.png,0.70078133671692,scatter-and-bubble-charts,swarmchart3,2021-08-20 14:12:58
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/scatter-and-bubble-charts/scatter/plot_8_0_modify_scatter_series_after_creation_montage.png,0.7008226637319064,scatter-and-bubble-charts,scatter,2021-08-20 14:12:46
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/line-plots/semilogy/plot_0_0_plot_one_line_montage.png,0.7029744915562168,line-plots,semilogy,2021-08-20 14:12:06
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/contour-plots/contourf/plot_4_0_dashed_contour_lines_montage.png,0.703630630820451,contour-plots,contourf,2021-08-20 14:09:56
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/scatter-and-bubble-charts/scatter/plot_8_1_modify_scatter_series_after_creation_montage.png,0.7041688675440737,scatter-and-bubble-charts,scatter,2021-08-20 14:12:46
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/surface-and-mesh-plots/mesh/plot_1_0_specify_colormap_colors_for_mesh_plot_montage.png,0.7054771903704575,surface-and-mesh-plots,mesh,2021-08-20 14:13:03
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/scatter-and-bubble-charts/scatter3/plot_6_0_specify_axes_for_3_d_scatter_plot_montage.png,0.7056135616658162,scatter-and-bubble-charts,scatter3,2021-08-20 14:12:49
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/data-distribution-plots/parallelplot/plot_3_1_specify_coordinate_and_group_data_montage.png,0.7056900292774129,data-distribution-plots,parallelplot,2021-08-20 14:10:25
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/line-plots/loglog/plot_3_0_plot_points_as_markers_without_lines_montage.png,0.706386724045053,line-plots,loglog,2021-08-20 14:11:48
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/data-distribution-plots/parallelplot/plot_3_0_specify_coordinate_and_group_data_montage.png,0.7078029172546458,data-distribution-plots,parallelplot,2021-08-20 14:10:25
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/surface-and-mesh-plots/mesh/plot_0_0_create_mesh_plot_montage.png,0.7079308173799654,surface-and-mesh-plots,mesh,2021-08-20 14:13:03
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/contour-plots/contour3/plot_4_0_custom_line_width_montage.png,0.7090120072399072,contour-plots,contour3,2021-08-20 14:09:54
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/line-plots/loglog/plot_1_0_plot_multiple_lines_montage.png,0.7106414579234689,line-plots,loglog,2021-08-20 14:11:47
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/scatter-and-bubble-charts/scatter3/plot_7_1_set_scatter_series_properties_using_handle_montage.png,0.7127053627521123,scatter-and-bubble-charts,scatter3,2021-08-20 14:12:50
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/contour-plots/contourslice/plot_1_0_draw_contours_in_slice_planes_montage.png,0.7128038901606263,contour-plots,contourslice,2021-08-20 14:09:58
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/surface-and-mesh-plots/fimplicit3/plot_2_0_modify_appearance_of_implicit_surface_montage.png,0.7133083546150816,surface-and-mesh-plots,fimplicit3,2021-08-20 14:12:59
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/surface-and-mesh-plots/mesh/plot_3_1_modify_mesh_plot_appearance_montage.png,0.7136074745605291,surface-and-mesh-plots,mesh,2021-08-20 14:13:05
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/data-distribution-plots/swarmchart3/plot_4_1_change_jitter_type_and_width_montage.png,0.7147794744014048,data-distribution-plots,swarmchart3,2021-08-20 14:10:48
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/line-plots/plot3/plot_6_0_specify_line_style_montage.png,0.7182106182934866,line-plots,plot3,2021-08-20 14:11:59
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/line-plots/semilogy/plot_5_0_specify_y_coordinates_only_montage.png,0.7187423873841269,line-plots,semilogy,2021-08-20 14:12:08
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/scatter-and-bubble-charts/bubblechart3/plot_4_1_display_bubbles_in_different_axes_on_the_same_scale_montage.png,0.7207094492865506,scatter-and-bubble-charts,bubblechart3,2021-08-20 14:12:42
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/scatter-and-bubble-charts/scatter3/plot_5_0_set_marker_properties_montage.png,0.7220091221352917,scatter-and-bubble-charts,scatter3,2021-08-20 14:12:49
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/data-distribution-plots/swarmchart3/plot_0_0_create_a_3_d_swarm_chart_montage.png,0.7230113523619798,data-distribution-plots,swarmchart3,2021-08-20 14:10:46
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/scatter-and-bubble-charts/swarmchart3/plot_0_0_create_a_3_d_swarm_chart_montage.png,0.7230113523619798,scatter-and-bubble-charts,swarmchart3,2021-08-20 14:12:55
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/scatter-and-bubble-charts/swarmchart3/plot_4_0_change_jitter_type_and_width_montage.png,0.7233349132242731,scatter-and-bubble-charts,swarmchart3,2021-08-20 14:12:56
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/data-distribution-plots/swarmchart3/plot_4_0_change_jitter_type_and_width_montage.png,0.7248734505104449,data-distribution-plots,swarmchart3,2021-08-20 14:10:47
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/scatter-and-bubble-charts/scatter3/plot_7_0_set_scatter_series_properties_using_handle_montage.png,0.7257400384323335,scatter-and-bubble-charts,scatter3,2021-08-20 14:12:49
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/scatter-and-bubble-charts/scatter3/plot_3_0_fill_in_markers_montage.png,0.7272100275642184,scatter-and-bubble-charts,scatter3,2021-08-20 14:12:48
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/contour-plots/contour/plot_5_0_custom_line_width_montage.png,0.7277491010806169,contour-plots,contour,2021-08-20 14:09:51
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/line-plots/semilogx/plot_2_0_specify_axis_labels_and_tick_values_montage.png,0.7279903697720509,line-plots,semilogx,2021-08-20 14:12:02
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/scatter-and-bubble-charts/scatter3/plot_1_0_vary_marker_size_montage.png,0.728692107253928,scatter-and-bubble-charts,scatter3,2021-08-20 14:12:47
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/data-distribution-plots/parallelplot/plot_3_3_specify_coordinate_and_group_data_montage.png,0.7291082572997029,data-distribution-plots,parallelplot,2021-08-20 14:10:27
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/data-distribution-plots/histogram2/plot_0_1_histogram_of_vectors_montage.png,0.7294675646190547,data-distribution-plots,histogram2,2021-08-20 14:10:16
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/discrete-data-plots/bar3h/plot_2_0_3_d_horizontal_bar_graph_with_grouped_style_montage.png,0.730198749773338,discrete-data-plots,bar3h,2021-08-20 14:11:01
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/discrete-data-plots/bar3h/plot_3_0_3_d_horizontal_bar_graph_with_stacked_option_montage.png,0.7302681388817741,discrete-data-plots,bar3h,2021-08-20 14:11:01
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/contour-plots/contour3/plot_0_0_contours_of_sphere_montage.png,0.7308335956117494,contour-plots,contour3,2021-08-20 14:09:52
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/scatter-and-bubble-charts/scatter3/plot_4_0_set_marker_type_montage.png,0.7314952222808104,scatter-and-bubble-charts,scatter3,2021-08-20 14:12:48
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/data-distribution-plots/parallelplot/plot_3_2_specify_coordinate_and_group_data_montage.png,0.7321946118576499,data-distribution-plots,parallelplot,2021-08-20 14:10:26
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/line-plots/stackedplot/plot_3_0_plot_multiple_variables_using_one_y_axis_montage.png,0.7329618924968699,line-plots,stackedplot,2021-08-20 14:12:12
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/data-distribution-plots/histogram2/plot_3_0_color_histogram_bars_by_height_montage.png,0.7348481346508959,data-distribution-plots,histogram2,2021-08-20 14:10:18
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/line-plots/semilogy/plot_3_0_plot_points_as_markers_without_lines_montage.png,0.7359602663822183,line-plots,semilogy,2021-08-20 14:12:07
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/data-distribution-plots/swarmchart3/plot_5_1_specify_target_axes_montage.png,0.7363734040490182,data-distribution-plots,swarmchart3,2021-08-20 14:10:49
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/scatter-and-bubble-charts/swarmchart3/plot_5_1_specify_target_axes_montage.png,0.7363734040490182,scatter-and-bubble-charts,swarmchart3,2021-08-20 14:12:57
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/contour-plots/contour3/plot_1_0_contours_at_fifty_levels_montage.png,0.7373312138224188,contour-plots,contour3,2021-08-20 14:09:52
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/line-plots/stackedplot/plot_1_0_specify_variables_montage.png,0.7383544714722866,line-plots,stackedplot,2021-08-20 14:12:11
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/line-plots/semilogx/plot_2_1_specify_axis_labels_and_tick_values_montage.png,0.7388237085390286,line-plots,semilogx,2021-08-20 14:12:02
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/scatter-and-bubble-charts/bubblechart/plot_5_0_display_bubbles_in_different_axes_on_the_same_scale_montage.png,0.739452601695495,scatter-and-bubble-charts,bubblechart,2021-08-20 14:12:38
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/surface-and-mesh-plots/mesh/plot_2_0_specify_true_colors_for_mesh_plot_montage.png,0.7404438505508706,surface-and-mesh-plots,mesh,2021-08-20 14:13:04
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/line-plots/semilogx/plot_4_0_add_a_legend_montage.png,0.7435358795927923,line-plots,semilogx,2021-08-20 14:12:03
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/data-distribution-plots/histogram2/plot_6_1_normalized_histogram_montage.png,0.74391921824866,data-distribution-plots,histogram2,2021-08-20 14:10:19
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/scatter-and-bubble-charts/swarmchart3/plot_4_1_change_jitter_type_and_width_montage.png,0.7442855689175393,scatter-and-bubble-charts,swarmchart3,2021-08-20 14:12:57
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/contour-plots/contourslice/plot_3_0_draw_contours_along_surface_slice_montage.png,0.7464563323623978,contour-plots,contourslice,2021-08-20 14:09:59
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/scatter-and-bubble-charts/scatter3/plot_2_0_vary_marker_color_montage.png,0.7468307698302536,scatter-and-bubble-charts,scatter3,2021-08-20 14:12:47
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/line-plots/semilogx/plot_5_0_specify_y_coordinates_only_montage.png,0.7476315525105446,line-plots,semilogx,2021-08-20 14:12:03
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/discrete-data-plots/bar3/plot_3_0_3_d_bar_graph_with_stacked_style_montage.png,0.7479980721117386,discrete-data-plots,bar3,2021-08-20 14:11:00
https://github.com/plotly/ssim_baselines/blob/main/out_matlab/matlab/line-plots/plot3/plot_4_0_plot_points_as_markers_without_lines_montage.png,0.7495614694318103,line-plots,plot3,2021-08-20 14:11:58
